tau_high,real_return,income_profile,longevity_pool,passed,fail_years,pool_depletion_year,steady_state_deficit,is_structurally_sustainable,max_state_loan,final_state_loan,peak_longevity_retirees,min_repl_low,min_repl_mid,max_loan_to_assets_ratio,final_longevity_pool,total_longevity_payouts,total_longevity_backstop
0.25,0.025,True,False,True,0,,85276106969.92831,True,0.0,0.0,0,1.0,0.7300540977824134,0.0,0.0,0.0,0.0
0.25,0.025,True,True,True,0,,85276106969.92831,True,0.0,0.0,1499879,1.0,0.7300540977824134,0.0,17456503690507.55,1357069560000.0,0.0
0.275,0.0,False,False,True,0,,19586111800.00003,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.0,False,True,True,0,,19586111800.00003,True,0.0,0.0,1499879,1.0,0.7,0.0,3454504513797.557,1357069560000.0,0.0
0.275,0.0,True,False,True,0,,-36436888180.999985,False,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.0,True,True,False,1,88,-36436888180.999985,False,428418910889.2545,428418910889.2545,1499879,0.9939442890995739,0.696711334035343,0.1,1006173719504.5449,1357069560000.0,0.0
0.275,0.005,False,False,True,0,,44899819843.8298,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.005,False,True,True,0,,44899819843.8298,True,0.0,0.0,1499879,1.0,0.7,0.0,6020124571632.502,1357069560000.0,0.0
0.275,0.005,True,False,True,0,,-17851254666.087845,False,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.005,True,True,True,0,,-17851254666.087845,False,0.0,0.0,1499879,1.0,0.7,0.0,2218703519415.4326,1357069560000.0,0.0
0.275,0.01,False,False,True,0,,75892298398.37383,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.01,False,True,True,0,,75892298398.37383,True,0.0,0.0,1499879,1.0,0.7,0.0,9727804971361.389,1357069560000.0,0.0
0.275,0.01,True,False,True,0,,4548885803.303452,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.01,True,True,True,0,,4548885803.303452,True,0.0,0.0,1499879,1.0,0.7,0.0,4527783385751.713,1357069560000.0,0.0
0.275,0.01735,False,False,True,0,,126821058120.34464,True,0.0,0.0,0,1.0,0.7306187373573851,0.0,0.0,0.0,0.0
0.275,0.01735,False,True,True,0,,126821058120.34464,True,0.0,0.0,1499879,1.0,0.7306187373573851,0.0,18092818669384.32,1357069560000.0,0.0
0.275,0.01735,True,False,True,0,,46273547490.11726,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.275,0.01735,True,True,True,0,,46273547490.11726,True,0.0,0.0,1499879,1.0,0.7,0.0,10028831975843.336,1357069560000.0,0.0
0.275,0.025,False,False,True,0,,146441296573.74075,True,0.0,0.0,0,1.0,0.9784315555132819,0.0,0.0,0.0,0.0
0.275,0.025,False,True,True,0,,146441296573.74075,True,0.0,0.0,1499879,1.0,0.9784315555132819,0.0,30635195405836.953,1357069560000.0,0.0
0.275,0.025,True,False,True,0,,96600750530.92834,True,0.0,0.0,0,1.0,0.7300540977824134,0.0,0.0,0.0,0.0
0.275,0.025,True,True,True,0,,96600750530.92834,True,0.0,0.0,1499879,1.0,0.7300540977824134,0.0,19679206697078.906,1357069560000.0,0.0
0.3,0.0,False,False,True,0,,33653992000.0,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.0,False,True,True,0,,33653992000.0,True,0.0,0.0,1499879,1.0,0.7,0.0,4276930183874.609,1357069560000.0,0.0
0.3,0.0,True,False,True,0,,-25112244620.0,False,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.0,True,True,True,0,,-25112244620.0,False,0.0,0.0,1499879,1.0,0.7,0.0,1395886846130.7065,1357069560000.0,0.0
0.3,0.005,False,False,True,0,,58967700043.82977,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.005,False,True,True,0,,58967700043.82977,True,0.0,0.0,1499879,1.0,0.7,0.0,7066876652911.75,1357069560000.0,0.0
0.3,0.005,True,False,True,0,,-6526611105.08786,False,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.005,True,True,True,0,,-6526611105.08786,False,0.0,0.0,1499879,1.0,0.7,0.0,2982496364833.9443,1357069560000.0,0.0
0.3,0.01,False,False,True,0,,89960178598.3738,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.01,False,True,True,0,,89960178598.3738,True,0.0,0.0,1499879,1.0,0.7,0.0,11074676031786.053,1357069560000.0,0.0
0.3,0.01,True,False,True,0,,15873529364.303436,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.01,True,True,True,0,,15873529364.303436,True,0.0,0.0,1499879,1.0,0.7,0.0,5542306157164.9,1357069560000.0,0.0
0.3,0.01735,False,False,True,0,,140888938320.3446,True,0.0,0.0,0,1.0,0.7306187373573851,0.0,0.0,0.0,0.0
0.3,0.01735,False,True,True,0,,140888938320.3446,True,0.0,0.0,1499879,1.0,0.7306187373573851,0.0,20081867481295.594,1357069560000.0,0.0
0.3,0.01735,True,False,True,0,,57598191051.11725,True,0.0,0.0,0,1.0,0.7,0.0,0.0,0.0,0.0
0.3,0.01735,True,True,True,0,,57598191051.11725,True,0.0,0.0,1499879,1.0,0.7,0.0,11503214064702.877,1357069560000.0,0.0
0.3,0.025,False,False,True,0,,160509176773.74072,True,0.0,0.0,0,1.0,0.9784315555132819,0.0,0.0,0.0,0.0
0.3,0.025,False,True,True,0,,160509176773.74072,True,0.0,0.0,1499879,1.0,0.9784315555132819,0.0,33690052963183.418,1357069560000.0,0.0
0.3,0.025,True,False,True,0,,107925394091.92831,True,0.0,0.0,0,1.0,0.7300540977824134,0.0,0.0,0.0,0.0
0.3,0.025,True,True,True,0,,107925394091.92831,True,0.0,0.0,1499879,1.0,0.7300540977824134,0.0,21901909703650.277,1357069560000.0,0.0
